tenure,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,gender,SeniorCitizen,Partner,Dependents,PhoneService,PaperlessBilling,Churn
0.43281069256250915,0.8471278601657574,0.6862448480963711,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
-0.7073594915983407,1.141265929195161,-0.3780537333383603,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1
-0.30015585439803716,0.1574821050968162,-0.23411632284938433,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0
-0.9924020376385531,0.5280628361338618,-0.7279595119094158,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1
1.125056875803025,0.33529438411459117,0.9587222265423224,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0
-0.5851984004382496,1.0199547481830342,-0.23416044159589444,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1
1.247217966963116,1.1595456961969886,1.777058796183631,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0
1.369379058123207,1.4520219682262263,2.114633385105133,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0
0.06632741908223598,-1.3231790220511994,-0.612809583518235,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0
1.6137012404433893,1.42044782522307,2.4575904611008585,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
0.5956921474426305,1.1877962451998125,1.069349983416225,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0
1.125056875803025,0.8354952811645946,1.3974169824648148,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1.6137012404433893,-0.7531826509942192,0.2994337380696748,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
-0.5851984004382496,-0.34438058895335305,-0.5851030107099355,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0
-0.9516816739185228,0.9850570111795457,-0.6291555791002015,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
-1.1960038562387048,0.3502505571160864,-0.8996696733264562,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0
0.5956921474426305,0.46989994112804756,0.6031251296714728,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
-0.055833672077855064,0.47987072312904416,0.09436980429105092,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
0.7178532386027215,-1.4827115340671475,-0.5966621222955636,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
-0.9109613101984924,0.5014740841312035,-0.6158758364006822,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
-1.2774445836787656,-0.5221928679711283,-0.9857232883942715,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
0.7992939660427822,-1.4744025490663168,-0.5261824247457891,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0
1.2879383306831464,1.5567151792366918,2.124626281189655,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0
1.2064976032430856,-1.3464441800535252,-0.37884787077554094,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0
-1.1960038562387048,-0.00869759491979612,-0.9290968772486468,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
0.9621754209229036,1.5201556452330371,1.701306908425908,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0
0.5549717837226001,-0.3028356639492,0.17892338197752528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
-0.9924020376385531,-0.33607160395252245,-0.7946008785128175,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
-0.0965540357978854,0.3319707901142591,-0.07588443849115832,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0
0.5142514200025698,-1.2916048790480432,-0.4706148635164053,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0
-1.2774445836787656,0.48485611412954227,-0.9723553082017322,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1
-0.8702409464784621,-0.47233895796614456,-0.7579382001629819,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
-1.0331224013585834,0.34526516611558833,-0.788137482149098,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
0.3920903288424788,1.2974748472107767,0.9018752216641474,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
0.6771328748826912,-1.4827115340671475,-0.5779337144020555,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
-0.9516816739185228,1.1479131171958254,-0.6020225499965324,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0
0.10704778280226633,-0.08680205392760396,-0.029934764000961255,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0
0.6364125111626608,-1.4660935640654862,-0.5410283829464146,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
0.5549717837226001,-1.4893587220678117,-0.5983386346629449,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0
-0.13727439951791576,-1.0307027500219619,-0.5620950844049544,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
-0.0965540357978854,0.574593152138513,0.1265764892433735,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
-1.2774445836787656,0.3303089931140931,-0.9744068299144487,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
1.369379058123207,0.6394032351449919,1.5136919388920014,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0
1.3286586944031769,1.5384354122348645,2.128155780910457,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0
1.6137012404433893,1.2010906212011416,2.2834758279990215,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0
-0.8295205827584317,0.47156173812821356,-0.5982283377966698,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1.5729808767233588,0.06940686408801149,1.0877033819643975,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0
-1.1145631287986442,-1.4527991880641573,-0.9571343406557715,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0.7992939660427822,-1.4544609850643233,-0.518880772198379,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
-0.30015585439803716,1.1213243651931677,0.10200234743728637,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1
-1.2774445836787656,-1.481049737066981,-0.9984515467624155,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
-1.2774445836787656,-1.505976692069473,-0.9987824373612407,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
0.22920887396235737,1.0049985751815391,0.5833819906082339,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.369379058123207,-0.6385186579827569,0.32822122016747,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1.4508197855632678,1.503537675231376,2.3508892726663486,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1
-1.1145631287986442,-1.3447823830533592,-0.9631565495543908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1.6137012404433893,1.3091074262119398,2.214650583443373,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0
-0.015113308357824713,-1.150352134033923,-0.5980959815571396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.43281069256250915,0.9833952141793793,0.7226648733404017,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0
1.6137012404433893,-1.5076384890696393,-0.4059147217594449,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0
0.9214550572028734,1.0631614701873533,1.3039734773565692,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1
0.7992939660427822,-0.22639300194155818,0.33483903214397465,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0.43281069256250915,0.893658176170409,0.7371358221956917,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
0.18848851024232702,0.39013368512007346,0.25802829447001085,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1
1.2879383306831464,-0.33773340095268845,0.5030417532134677,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0
-1.1960038562387048,0.8338334841644282,-0.8977725672265248,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0
0.14776814652229667,-1.1204397880309327,-0.5104320322417082,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.9109613101984924,1.1794872601989819,-0.5376532988383972,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1
0.35136996512244845,-1.4660935640654862,-0.6389058220789182,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
-0.21871512695797646,0.6792863631489789,-0.05810458364761597,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
0.9621754209229036,1.1645310871974868,1.4259838708300598,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0
-1.0738427650786138,-1.46443176706532,-0.9576196468673818,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
-1.1960038562387048,0.32033821111309646,-0.9060889509436656,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
-1.0331224013585834,-0.467353566965646,-0.8527935051595483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
-1.1552834925186746,-1.4594463760648215,-0.9796128420026322,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
0.025607055362205634,0.8039211381614382,0.3283976951535102,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0
-0.21871512695797646,0.44164939212522314,-0.06520770183573091,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1
1.6137012404433893,-1.3697093380558512,-0.24677840309776325,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0
-1.2774445836787656,-1.4960059100684764,-0.9986500811217106,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
1.5729808767233588,-0.2762469119465419,0.7509229304800764,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0
-0.7888002190384014,0.7042133181514708,-0.4710339916082505,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
-0.30015585439803716,-0.2047896409393986,-0.34441318912446167,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
1.4100994218432374,-0.47233895796614456,0.430951721416077,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
-1.2774445836787656,-0.9742016520163136,-0.9917234379196358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
-1.2367242199587352,-0.6784017859867437,-0.9715170520180415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0.43281069256250915,-1.2982520670487077,-0.483144587525254,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
-0.38159658183809786,0.3402797751150897,-0.2227116268765414,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1.2879383306831464,-1.481049737066981,-0.4436362500255213,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0
1.002895784642934,-1.5009913010689746,-0.49093154628427454,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0
-1.2774445836787656,0.18905624809997262,-0.976281876641125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
1.6137012404433893,0.7740087921584478,1.8275527015643613,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0
-0.9924020376385531,0.21232140610229844,-0.7586882188536522,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1.1657772395230555,1.2060760122016398,1.627077117422781,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0
1.2879383306831464,0.6493740171459885,1.3260990287313499,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
1.5729808767233588,-1.3564149620545218,-0.23255010734827827,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0
1.3286586944031769,1.1396041321949948,1.8236040737517136,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
-1.1960038562387048,-1.5009913010689746,-0.9802966825735377,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
-1.2774445836787656,-0.6351950639824246,-0.9872233257756126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
-0.0965540357978854,-0.00869759491979612,-0.1558937852870995,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0
-0.7073594915983407,0.1574821050968162,-0.5346752834489701,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0
-0.9924020376385531,0.12590796209365976,-0.7583793876280821,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0
-1.0331224013585834,1.0049985751815391,-0.7181651501841889,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1
1.5322605130033284,1.4420511862252297,2.4914957177938173,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0
1.2064976032430856,0.7091987091519689,1.293539393806947,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
-1.0738427650786138,-1.4976677070686424,-0.9572887562685566,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
-0.748079855318371,0.5363718211346925,-0.498762623789805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
-0.4223169455581282,0.6443886261454905,-0.2035420315179329,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
-0.4223169455581282,-1.4827115340671475,-0.8221089169618218,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0
